Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
bezirk,بزيـــــــغ,0.0,25,0.024,2.9868,0.0109036,2.28783,0.138,1.033,0.120187,0.0,5.08702,4.042,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2020-07-06 00:00:00
chiba,شيبـــــــة,0.0,26,0.007612,0.2452,0.00779488,2.34439,0.007612,2.75705,0.161566,20.2996,6.74357,2.30134,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2020-07-06 00:00:00
masri,مصــــــري,0.00591227,27,0.003,4.58046,0.0407371,1.04584,0.206904,4.88799,0.0864223,4.72675,4.71953,5.05101,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2020-07-06 00:00:00
lebna,لبنــــــــة,0.0,28,0.020478,17.139,0.0,22.6716,0.09771,7.97885,0.108578,38.1453,17.9276,16.3155,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2020-07-06 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.4855,0.0,0.579129,0.0,0.182,0.0298867,4.58229,4.45296,3.01251,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2020-07-06 00:00:00
abid,العبيـــــــد,0.000654657,30,0.025663,6.20313,0.00169406,4.32356,0.139397,2.27582,0.00807893,11.6921,5.20963,7.61342,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2020-07-06 00:00:00
mellegue,مـــــلاق,0.0,1,0.2264,22.4883,0.0577019,56.4352,1.032,51.9184,4.56147,211.041,166.997,32.3639,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2020-07-05 00:00:00
benmetir,بنيمطيــر,0.0,2,0.0823,32.3362,0.0671149,18.7961,0.4079,22.1459,0.146233,61.1986,42.8823,56.3648,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2020-07-05 00:00:00
kasseb,كســاب,0.0,3,0.102816,44.8321,0.0,17.3659,0.51408,21.6817,0.31027,54.0319,43.088,60.6488,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2020-07-05 00:00:00
barbara,بربرة,0.0,4,0.216363,60.7479,0.0,31.1171,1.14525,28.4959,0.0275556,121.337,82.8133,64.4623,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2020-07-05 00:00:00
sidisalem,سيدي ســــالم,0.0,5,1.83587,377.88,0.253373,193.213,9.18055,275.868,4.53434,656.614,391.688,549.746,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2020-07-05 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.28859,37.4565,0.0241154,42.3849,1.43126,49.7629,0.84711,177.617,80.9401,79.4921,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2020-07-05 00:00:00
joumine,جوميــــــن,0.0142713,7,0.18618,38.0792,0.0594376,37.2889,1.0499,61.4824,0.374536,94.7642,75.4059,89.4838,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2020-07-05 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0238,6.86205,0.0,3.64686,0.1199,2.65326,0.0887665,10.4991,9.45613,8.71217,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2020-07-05 00:00:00
melah,المالح,0.0,33,0.05615,21.1508,0.0,12.7999,0.28608,10.536,0.17,11.9056,25.7501,33.9575,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2020-07-05 00:00:00
tine,الطين,0.0,34,0.039346,12.9,0.079127,,0.170919,,0.04,,17.3851,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2020-07-05 00:00:00
sejnane,سجنــــــان,0.0,9,0.516448,90.5836,0.0316092,60.4577,2.53359,113.584,0.510169,153.749,118.317,92.8877,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2020-07-05 00:00:00
zarga,الزرقة,0.0,10,0.0622,19.81,0.0,20.5387,0.3184,6.2029,0.02,47.034,22.0928,22.294,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2020-07-05 00:00:00
kebir,الكبير,0.00235161,31,0.0,6.4712,0.0060928,13.9544,0.0,12.1941,0.110368,54.1585,39.6276,6.1596,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2020-07-05 00:00:00
moula,المولى,0.0,32,0.0,25.7047,0.00898906,9.64102,0.0,7.5767,0.10202,44.9167,31.8694,26.1502,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2020-07-05 00:00:00
selbarrak,سيدي البــــراق,0.0620767,11,0.73028,242.805,0.135687,132.753,2.46648,108.219,0.495165,387.929,293.462,278.365,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2020-07-05 00:00:00
ziatine,الزياتين,0.0146811,12,0.0715004,24.9844,0.08632,4.27618,0.29418,17.8184,0.3,39.9543,29.2544,32.4447,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2020-07-05 00:00:00
gamgoum,القمقوم,0.0,13,0.0,17.4646,0.0179594,17.985,0.0,1.061,0.0,17.4323,7.95913,17.6794,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2020-07-05 00:00:00
siliana,سليانـــــــة,0.0,14,0.115,13.981,0.0182539,11.0521,0.587,13.2621,0.292717,49.9135,34.9116,28.0344,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2020-07-05 00:00:00
lakhmess,لخمـــــــاس,0.0,15,0.022794,3.99259,0.036185,2.24561,0.064153,2.73984,0.39463,6.37242,12.405,6.57023,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2020-07-05 00:00:00
rmil,الرميـــــــل,0.00250325,16,0.009984,0.809,0.00745835,1.1439,0.0209742,1.13593,0.0279339,7.59551,9.93288,1.54,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2020-07-05 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0024,32.6508,0.00624269,7.86221,0.012,1.6346,0.221733,42.2759,25.7825,38.7685,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2020-07-05 00:00:00
rmel,الرمــــــل,0.0,18,0.006,5.88928,0.0,6.71217,0.0305,2.47361,0.117654,28.029,15.8488,16.9727,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2020-07-05 00:00:00
nebhana,نبهانــــــة,0.00880132,19,0.06758,11.0469,0.0739695,8.1656,0.31108,8.67541,0.347329,28.0029,22.2175,19.7633,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2020-07-05 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.143822,51.9437,0.0,17.9077,0.439016,13.6993,0.955032,71.872,44.3478,66.5114,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2020-07-05 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0,0.404743,0.0,6.75906,0.01572,1.73052,0.124013,21.571,14.6069,5.23688,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2020-07-05 00:00:00
sficifa,سفيسيفة,0.000863156,22,0.0,1.55724,0.00431578,0.147665,0.0,0.0,0.146,3.3521,29.2544,2.03214,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2020-07-05 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,4.44,0.0,0.457613,0.0,0.0,0.0943411,5.98988,1.84156,4.4375,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2020-07-05 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,1.4,0.0,0.138231,0.0,0.0,0.045061,4.03768,1.84156,2.05,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2020-07-05 00:00:00
bezirk,بزيـــــــغ,0.00144444,25,0.027,3.0164,0.0109036,2.28783,0.114,1.009,0.120187,0.0,5.08314,4.0604,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2020-07-05 00:00:00
chiba,شيبـــــــة,0.00316948,26,0.0,0.2716,0.00779488,2.34439,0.0,2.74944,0.161566,20.2996,6.73836,2.32648,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2020-07-05 00:00:00
masri,مصــــــري,0.00654635,27,0.003235,4.56539,0.0348248,1.03993,0.203904,4.88499,0.0864223,4.71959,4.71674,5.05889,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2020-07-05 00:00:00
lebna,لبنــــــــة,0.0,28,0.01396,17.261,0.0,22.6716,0.077232,7.95837,0.108578,38.1453,17.9241,16.3704,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2020-07-05 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.49581,0.0,0.579129,0.0,0.182,0.0298867,4.57252,4.452,3.02827,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2020-07-05 00:00:00
abid,العبيـــــــد,0.0,30,0.02052,6.23273,0.0010394,4.3229,0.113734,2.25016,0.00807893,11.6921,5.20937,7.63623,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2020-07-05 00:00:00
mellegue,مـــــلاق,0.0,1,0.2264,22.8094,0.0577019,56.4352,0.8056,51.692,4.56147,211.019,166.85,32.5318,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2020-07-04 00:00:00
benmetir,بنيمطيــر,0.00875579,2,0.0826,32.4639,0.0671149,18.7961,0.3256,22.0636,0.146233,61.1986,42.8776,56.487,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2020-07-04 00:00:00
kasseb,كســاب,0.0,3,0.102816,44.9863,0.0,17.3659,0.411264,21.5789,0.31027,54.0102,43.078,60.7622,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2020-07-04 00:00:00
barbara,بربرة,0.0,4,0.217806,60.9848,0.0,31.1171,0.928891,28.2795,0.0275556,121.337,82.8124,64.5449,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2020-07-04 00:00:00
sidisalem,سيدي ســــالم,0.0,5,1.83587,380.022,0.253373,193.213,7.34468,274.032,4.53434,656.006,391.542,551.188,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2020-07-04 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.28291,37.5911,0.0241154,42.3849,1.14267,49.4744,0.84711,177.592,80.9128,79.8906,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2020-07-04 00:00:00
joumine,جوميــــــن,0.0,7,0.20518,38.2749,0.0451663,37.2747,0.86372,61.2962,0.374536,94.7642,75.3939,89.7618,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2020-07-04 00:00:00
ghezala,غزالـــــــة,0.0,8,0.024,6.89764,0.0,3.64686,0.0961,2.62946,0.0887665,10.4991,9.45327,8.75408,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2020-07-04 00:00:00
melah,المالح,0.0,33,0.05753,21.2992,0.0,12.7999,0.22993,10.4798,0.17,11.9056,25.7446,34.04,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2020-07-04 00:00:00
tine,الطين,0.0,34,0.02785,12.964,0.079127,,0.131573,,0.04,,17.3838,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2020-07-04 00:00:00
sejnane,سجنــــــان,0.0,9,0.501688,90.4626,0.0316092,60.4577,2.01714,113.068,0.510169,153.749,118.301,93.2582,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2020-07-04 00:00:00
zarga,الزرقة,0.0,10,0.0798,19.882,0.0,20.5387,0.2562,6.1407,0.02,47.034,22.0922,22.384,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2020-07-04 00:00:00
kebir,الكبير,0.00374119,31,0.0,6.4712,0.00374119,13.952,0.0,12.1941,0.110368,54.1472,39.6241,6.152,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2020-07-04 00:00:00
moula,المولى,0.00898906,32,0.0,25.7191,0.00898906,9.64102,0.0,7.5767,0.10202,44.9167,31.8661,26.1646,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2020-07-04 00:00:00
selbarrak,سيدي البــــراق,0.0345056,11,0.42595,243.623,0.0736106,132.691,1.7362,107.488,0.495165,387.929,293.446,278.667,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2020-07-04 00:00:00
ziatine,الزياتين,0.0273589,12,0.055888,25.0576,0.0716389,4.27618,0.22268,17.7469,0.3,39.9348,29.2447,32.4447,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2020-07-04 00:00:00
gamgoum,القمقوم,0.0100797,13,0.0,17.4789,0.0179594,17.9703,0.0,1.061,0.0,17.4323,7.95913,17.6937,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2020-07-04 00:00:00
siliana,سليانـــــــة,0.0,14,0.11,14.1274,0.0182539,11.0521,0.472,13.1471,0.292717,49.8426,34.9022,28.1277,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2020-07-04 00:00:00
lakhmess,لخمـــــــاس,0.0,15,0.025108,4.02246,0.036185,2.24561,0.041359,2.71704,0.39463,6.36047,12.3923,6.57023,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2020-07-04 00:00:00
rmil,الرميـــــــل,0.00051113,16,0.000874,0.8195,0.0049551,1.1414,0.0109902,1.12595,0.0279339,7.59412,9.93198,1.5565,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2020-07-04 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0024,32.7117,0.00624269,7.86221,0.0096,1.6322,0.221733,42.2759,25.7754,38.8343,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2020-07-04 00:00:00
rmel,الرمــــــل,0.0,18,0.006,5.9488,0.0,6.71217,0.0245,2.46761,0.117654,28.029,15.845,17.1367,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2020-07-04 00:00:00
nebhana,نبهانــــــة,0.0023572,19,0.04234,11.1218,0.0651682,8.1568,0.2435,8.60783,0.347329,27.9975,22.2063,19.867,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2020-07-04 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.051262,52.1341,0.0,17.9077,0.295194,13.5554,0.955032,71.872,44.317,66.7287,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2020-07-04 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0,0.676202,0.0,6.75906,0.01572,1.73052,0.124013,21.571,14.6029,5.31678,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2020-07-04 00:00:00
sficifa,سفيسيفة,0.000863156,22,0.0,1.55724,0.00345262,0.146802,0.0,0.0,0.146,3.35018,29.2447,2.03214,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2020-07-04 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,4.44,0.0,0.457613,0.0,0.0,0.0943411,5.98988,1.83852,4.4375,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2020-07-04 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,1.4,0.0,0.138231,0.0,0.0,0.045061,4.03768,1.83852,2.05,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2020-07-04 00:00:00
bezirk,بزيـــــــغ,0.00288447,25,0.02,3.046,0.00945914,2.28639,0.087,0.982,0.120187,0.0,5.07926,4.088,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2020-07-04 00:00:00
chiba,شيبـــــــة,0.00250023,26,0.0,0.2188,0.0046254,2.34122,0.0,2.74944,0.161566,20.2996,6.73315,2.35162,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2020-07-04 00:00:00
masri,مصــــــري,0.00540341,27,0.037479,4.55032,0.0282784,1.03338,0.200669,4.88175,0.0864223,4.71263,4.71395,5.06677,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2020-07-04 00:00:00
lebna,لبنــــــــة,0.0,28,0.013876,17.322,0.0,22.6716,0.063272,7.94441,0.108578,38.1453,17.9206,16.4802,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2020-07-04 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.51644,0.0,0.579129,0.0,0.182,0.0298867,4.56272,4.45103,3.04403,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2020-07-04 00:00:00
abid,العبيـــــــد,0.0010394,30,0.024148,6.26233,0.0010394,4.3229,0.0932136,2.22964,0.00807893,11.6921,5.20911,7.65905,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2020-07-04 00:00:00
mellegue,مـــــلاق,0.0577019,1,0.2264,23.1306,0.0577019,56.4352,0.5792,51.4656,4.56147,210.992,166.703,32.6998,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2020-07-03 00:00:00
benmetir,بنيمطيــر,0.0503765,2,0.0826,32.549,0.0583591,18.7873,0.243,21.981,0.146233,61.1986,42.8729,56.6092,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2020-07-03 00:00:00
kasseb,كســاب,0.0,3,0.102816,45.1423,0.0,17.3659,0.308448,21.4761,0.31027,53.9896,43.068,60.8756,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2020-07-03 00:00:00
barbara,بربرة,0.0,4,0.217628,61.2613,0.0,31.1171,0.711085,28.0617,0.0275556,121.332,82.8115,64.5862,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2020-07-03 00:00:00
sidisalem,سيدي ســــالم,0.253373,5,1.83587,382.521,0.253373,193.213,5.50881,272.196,4.53434,655.404,391.396,552.63,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2020-07-03 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.30646,37.7258,0.0241154,42.3849,0.85976,49.1914,0.84711,177.569,80.8855,80.2891,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2020-07-03 00:00:00
joumine,جوميــــــن,0.00204786,7,0.20718,38.5387,0.0451663,37.2747,0.65854,61.0911,0.374536,94.7341,75.3818,90.0399,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2020-07-03 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0232,6.94212,0.0,3.64686,0.0721,2.60546,0.0887665,10.4991,9.4504,8.78552,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2020-07-03 00:00:00
melah,المالح,0.0,33,0.0568,21.4476,0.0,12.7999,0.1724,10.4223,0.17,11.9056,25.7391,34.095,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2020-07-03 00:00:00
tine,الطين,0.0270476,34,0.03397,13.06,0.079127,,0.103723,,0.04,,17.3825,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2020-07-03 00:00:00
sejnane,سجنــــــان,0.0,9,0.503568,90.6441,0.0316092,60.4577,1.51545,112.566,0.510169,153.749,118.284,93.6287,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2020-07-03 00:00:00
zarga,الزرقة,0.0,10,0.0612,19.972,0.0,20.5387,0.1764,6.0609,0.02,47.034,22.0916,22.438,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2020-07-03 00:00:00
kebir,الكبير,0.0,31,0.0,6.4712,0.0,13.9483,0.0,12.1941,0.110368,54.1472,39.6205,6.1596,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2020-07-03 00:00:00
moula,المولى,0.0,32,0.0,25.7191,0.0,9.63203,0.0,7.5767,0.10202,44.9085,31.8628,26.1646,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2020-07-03 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.44707,244.177,0.039105,132.656,1.31025,107.063,0.495165,387.913,293.43,278.969,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2020-07-03 00:00:00
ziatine,الزياتين,0.0230547,12,0.056392,25.1064,0.04428,4.2661,0.166792,17.6911,0.3,39.9348,29.2351,32.4742,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2020-07-03 00:00:00
gamgoum,القمقوم,0.0,13,0.0,17.4789,0.00787972,17.943,0.0,1.061,0.0,17.426,7.95913,17.6937,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2020-07-03 00:00:00
siliana,سليانـــــــة,0.0,14,0.112,14.2739,0.0182539,11.0521,0.362,13.0371,0.292717,49.8426,34.8928,28.3611,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2020-07-03 00:00:00
lakhmess,لخمـــــــاس,0.0,15,0.016192,4.05315,0.036185,2.24561,0.016251,2.69193,0.39463,6.35322,12.3795,6.59065,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2020-07-03 00:00:00
rmil,الرميـــــــل,0.0020077,16,0.005098,0.823,0.00444397,1.14089,0.0101162,1.12507,0.0279339,7.59259,9.93108,1.573,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2020-07-03 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0024,32.7726,0.00624269,7.86221,0.0072,1.6298,0.221733,42.2759,25.7682,38.9001,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2020-07-03 00:00:00
rmel,الرمــــــل,0.0,18,0.006,6.00832,0.0,6.71217,0.0185,2.46161,0.117654,28.029,15.8412,17.246,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2020-07-03 00:00:00
nebhana,نبهانــــــة,0.00826661,19,0.06693,11.178,0.062811,8.15445,0.20116,8.56549,0.347329,27.9975,22.1951,19.9966,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2020-07-03 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.047895,52.2293,0.0,17.9077,0.243932,13.5042,0.955032,71.872,44.2862,66.9459,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2020-07-03 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.00648,0.717965,0.0,6.75906,0.01572,1.73052,0.124013,21.571,14.5989,5.39668,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2020-07-03 00:00:00
sficifa,سفيسيفة,0.000863156,22,0.0,1.55724,0.00258947,0.145938,0.0,0.0,0.146,3.35018,29.2351,2.03612,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2020-07-03 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,4.44,0.0,0.457613,0.0,0.0,0.0943411,5.98988,1.83547,4.4375,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2020-07-03 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,1.4,0.0,0.138231,0.0,0.0,0.045061,4.03768,1.83547,2.05,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2020-07-03 00:00:00
bezirk,بزيـــــــغ,0.00356111,25,0.021,3.0682,0.00657467,2.2835,0.067,0.962,0.120187,0.0,5.07539,4.1156,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2020-07-03 00:00:00
chiba,شيبـــــــة,0.00212516,26,0.0,0.18712,0.00212516,2.33872,0.0,2.74944,0.161566,20.2996,6.72794,2.37672,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2020-07-03 00:00:00
masri,مصــــــري,0.00608136,27,0.07546,4.58799,0.022875,1.02798,0.16319,4.84427,0.0864223,4.7055,4.71116,5.0904,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2020-07-03 00:00:00
lebna,لبنــــــــة,0.0,28,0.01496,17.383,0.0,22.6716,0.049396,7.93054,0.108578,38.1453,17.9171,16.535,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2020-07-03 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.52675,0.0,0.579129,0.0,0.182,0.0298867,4.55289,4.45007,3.0598,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2020-07-03 00:00:00
abid,العبيـــــــد,0.0,30,0.024048,6.29193,0.0,4.32186,0.0690656,2.20549,0.00807893,11.6921,5.20885,7.68187,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2020-07-03 00:00:00
mellegue,مـــــلاق,0.0,1,0.1764,23.3313,0.0,56.3775,0.3528,51.2392,4.56147,210.968,166.555,32.8677,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2020-07-02 00:00:00
benmetir,بنيمطيــر,0.00686661,2,0.0826,32.5925,0.0079826,18.7369,0.1604,21.8984,0.146233,61.1986,42.8682,56.7315,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2020-07-02 00:00:00
kasseb,كســاب,0.0,3,0.102816,45.2995,0.0,17.3659,0.205632,21.3733,0.31027,53.9699,43.058,60.989,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2020-07-02 00:00:00
barbara,بربرة,0.0,4,0.277858,61.5377,0.0,31.1171,0.493457,27.8441,0.0275556,121.328,82.8106,64.6275,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2020-07-02 00:00:00
sidisalem,سيدي ســــالم,0.0,5,1.83647,384.306,0.0,192.96,3.67294,270.36,4.53434,653.729,391.25,553.11,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2020-07-02 00:00:00
bouheurtma,بو هرتمـــــه,0.0241154,6,0.2898,37.8604,0.0241154,42.3849,0.5533,48.885,0.84711,177.542,80.8582,80.6876,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2020-07-02 00:00:00
joumine,جوميــــــن,0.0259793,7,0.22718,38.7694,0.0431184,37.2726,0.45136,60.8839,0.374536,94.7159,75.3697,90.4847,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2020-07-02 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0258,6.98859,0.0,3.64686,0.0489,2.58226,0.0887665,10.4991,9.44754,8.81696,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2020-07-02 00:00:00
melah,المالح,0.0,33,0.05724,21.5324,0.0,12.7999,0.1156,10.3655,0.17,11.9056,25.7336,34.15,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2020-07-02 00:00:00
tine,الطين,0.0249185,34,0.035055,13.092,0.0520794,,0.069753,,0.04,,17.3812,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2020-07-02 00:00:00
sejnane,سجنــــــان,0.0316092,9,0.506988,90.8256,0.0316092,60.4577,1.01189,112.062,0.510169,153.665,118.268,93.9374,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2020-07-02 00:00:00
zarga,الزرقة,0.0,10,0.0612,20.044,0.0,20.5387,0.1152,5.9997,0.02,47.034,22.0909,22.51,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2020-07-02 00:00:00
kebir,الكبير,0.0,31,0.0,6.4864,0.0,13.9483,0.0,12.1941,0.110368,54.1431,39.617,6.1596,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2020-07-02 00:00:00
moula,المولى,0.0,32,0.0,25.7335,0.0,9.63203,0.0,7.5767,0.10202,44.9085,31.8595,26.1933,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2020-07-02 00:00:00
